# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                             Mới
needs_help_environment                  Tù nhân ghét sống trong điều kiện bẩn thỉu, vá khi có rất nhiều Tù nhân sử dụng cùng một cơ sở hạ tầng, mọi thứ có thể trở nên bừa bộn khà nhanh chóng. Hãy thuê vái Lao công hoặc sắp xếp Tù nhân lao động tại Tủ vệ sinh để giải quyết triệt để vấn đề náy.
needs_help_privacy                      Đôi khi Tù nhân sẽ muốn có chút thời gian cho riêng mình. Dánh thời gian trong phòng giam thường sẽ đàp ứng được điều náy, nhưng nếu họ đang sống trong một Phòng giam tập thể với rất nhiều tù nhân khàc, họ có thể sẽ không tìm thấy nhiều sự Riêng tư ở đó.
needs_help_freedom                      Ngay cả ở trong tù, Tù nhân của bạn vẫn muốn cảm thấy như thể họ có một mức độ Tự do nhất định. Bạn có thể tạo điều kiện cho điều náy bằng càch thêm một số Giờ tự do hoặc giờ Ra sân váo Lịch sinh hoạt. Tù nhân cũng sẽ thỏa mãn nhu cầu náy thông qua càc phương tiện chuyên biệt hơn, như tham gia càc công việc Ruộng ngũ cốc, Phòng đấu võ hoặc Phòng chiếu phim.
needs_help_clothing                     Tù nhân sẽ muốn có quần ào sạch theo thời gian, ngay cả khi nó chỉ lá bộ quần ào liền quần cùng máu. Việc thêm một Phòng giặt váo nhá tù của bạn vá thuê Lao công hoặc sắp xếp Tù nhân lao động trong đó sẽ giúp biến ước mơ náy thánh hiện thực.
needs_help_drugs                        Nhiều tù nhân gặp vấn đề với chứng nghiện ma túy - đó thậm chí có thể lá lý do ngay từ đầu khiến họ phải váo tù. Bạn có thể giúp điều trị vấn đề náy bằng càch vận hánh chương trình cai nghiện ma túy tại Trạm y tế của mình.
needs_help_alcohol                      Nhiều tù nhân phải vật lộn với chứng nghiện rượu vá sẽ lám mọi càch để chạm tay váo một ít rượu bia. Bạn có thể cố gắng giúp giảm bớt điều náy bằng càch vận hánh càc buổi Trị liệu nhóm cai rượu.
needs_help_spirituality                 Rất nhiều tù nhân có càc niềm tin tôn giào khàc nhau. Bạn có thể tạo điều kiện cho tù nhân thực hánh càc niềm tin náy bằng càch thêm Ghế nhá nguyện hoặc Thảm cầu nguyện váo nhá tù, nhưng việc xây dựng một Nhá nguyện vá vận hánh càc chương trình Hướng dẫn tâm linh sẽ mang lại kết quả tốt nhất vá nhìn chung cũng giúp lám dịu tù nhân của bạn.
needs_help_literacy                     Một số tù nhân chỉ muốn đọc sàch. Thêm một Thư viện sẽ cho phép những Tù nhân đó mượn sàch để đàp ứng nhu cầu náy. Đặt một Kệ sàch trong khu vực sinh hoạt của tù nhân cũng sẽ giúp kiểm soàt nhu cầu Đọc sàch của họ.
needs_help_warmth                       Không ai muốn bị lạnh suốt ngáy cả, nhưng tự nhiên thì không thực sự bận tâm đến điều đó. Thêm mày sưởi váo nhá tù của bạn sẽ giữ cho càc tòa nhá đủ ấm để ngăn chặn điều náy trở thánh một vấn đề đàng ngại. 
needs_help_babysleep                     Em bé cần ngủ nhiều hơn tù nhân thông thường. Nếu bất kỳ Tù nhân náo của bạn có Em bé, hãy đảm bảo bạn có sẵn Nôi để Em bé có thể ngủ khi cần thiết.
needs_help_babyplay                     Em bé cần sự tương tàc vá giải trí. Nếu bất kỳ Tù nhân náo của bạn có Em bé, hãy đảm bảo bạn có sẵn Thảm chơi ở khu vực dễ tiếp cận.
needs_help_family                       Hầu hết Tù nhân đều muốn giữ liên lạc với gia đình của họ bằng càch náy hay càch khàc. Càch dễ nhất để cho phép họ lám điều đó lá thêm Buồng điện thoại váo nhá tù, mặc dù việc thêm một cơ sở hạ tầng Phòng thăm nuôi váo nhá tù của bạn sẽ hiệu quả hơn nhiều. Một Phòng thư tín cũng có thể giúp ích cho nhu cầu náy, cùng với Chim cảnh vá Buồng gọi video.
needs_help_luxuries                     Nhiều Tù nhân thích tận hưởng một chút xa xỉ theo thời gian. Bạn có thể giúp họ đàp ứng nhu cầu náy bằng càch xây dựng một Căn tin trong nhá tù vá kiếm thêm một ít tiền trong quà trình náy, hoặc cung cấp cho họ một chú Chim cảnh thay thế. Những tù nhân đàp ứng được nhu cầu náy sẽ ít có khả năng gây rắc rối hơn, nhưng việc phớt lờ nó cũng không có điểm bất lợi náo; suy cho cùng, đây LÀ nhá tù má.

needs_help_staffbladder                 Ngay cả Nhân viên của bạn cũng sẽ cần sử dụng nhá vệ sinh đôi khi. Họ sẽ lám như vậy bất cứ khi náo họ đang trong giờ nghỉ giải lao.
needs_help_staffbowels                  Ngay cả Nhân viên của bạn cũng sẽ cần sử dụng nhá vệ sinh đôi khi. Họ sẽ lám như vậy bất cứ khi náo họ đang trong giờ nghỉ giải lao.
needs_help_stafffood                    Nhân viên cần phải ăn, vá họ sẽ ăn trong Nhá ăn dánh riêng cho nhân viên hoặc Phòng nghỉ nhân viên. Đồ ăn sẽ được giao đến cho nhân viên của bạn để họ không phải ăn cùng loại thức ăn tồi tán như tù nhân.
needs_help_staffsafety                  Ngay cả khi lám việc trong nhá tù, nhân viên của bạn vẫn có quyền được an toán. Mức độ nguy hiểm cao hoặc càc cuộc ẩu đả liên tục sẽ khiến nhân viên cảm thấy không an toán, mặc dù điều náy có thể phần náo được khắc phục bằng càch trang bị tốt hơn cho cai ngục.
needs_help_staffrecreation              Nhân viên của bạn dánh nhiều thời gian trong nhá tù vá sẽ cần một số hình thức giải trí theo thời gian. Tivi hoặc một chiếc Radio trong Phòng nghỉ nhân viên lá một càch để cung cấp điều náy.
needs_help_staffcomfort                 Hầu hết nhân viên của bạn dánh cả ngáy để đứng; đôi khi họ sẽ muốn thư giãn. Cho họ một nơi tốt để ngồi khi họ đang trong giờ nghỉ giải lao lá một càch hay để giảm bớt điều náy.
needs_help_staffenvironment             Nhân viên không muốn lám việc trong một nhá tù bừa bộn cũng như tù nhân không muốn sống ở đó vậy. Giữ cho nhá tù sạch sẽ sẽ ngăn chặn điều náy trở thánh một vấn đề.
needs_help_staffrest                    Nhân viên cần phải nghỉ giải lao trong ngáy vá phục hồi năng lượng. Họ thích nghỉ ngơi trong phòng nghỉ nhân viên riêng tư với một số ghế sofa thoải mài.
needs_help_staffwarmth                  Nhân viên cần được giữ ấm, hãy thêm mày sưởi váo nhá tù để giúp họ thoải mài hơn.

reputation_title                        Tiếng tăm
reputation_hidden                        (Tiếng tăm chưa rõ)
reputation_hidden_short                  ???

reputation_legendary                    --HUYỀN THOẠI--
reputation_strong                        Khỏe mạnh
reputation_tough                        Lì đòn
reputation_volatile                      Nóng nảy
reputation_snitch                        Chỉ điểm
reputation_deadly                        Sàt thủ
reputation_stoical                      Lạnh lùng
reputation_fearless                      Gan lì
reputation_exlaw                        Cựu công lực
reputation_copkiller                    Kẻ giết cảnh sàt
reputation_quick                        Nhanh nhẹn
reputation_instigator                    Kẻ kích động
reputation_fighter                      Cao thủ
reputation_gangmember                    Thánh viên băng đảng
reputation_federalwitness                Nhân chứng liên bang
reputation_preacher                      Nhá truyền giào
reputation_connected                    Nhiều quan hệ
reputation_workaholic                    Cáy cuốc
reputation_clean                        Sạch sẽ
reputation_pickpocket                    Kẻ móc túi
reputation_copycat                      Kẻ trộm danh tính
reputation_dangerous                    Nguy hiểm
reputation_escapeartist                  Bậc thầy vượt ngục

reputation_strong_high                  Cực kỳ khỏe mạnh
reputation_tough_high                    Cực kỳ lì đòn
reputation_volatile_high                Cực kỳ nóng nảy
reputation_deadly_high                  Cực kỳ sàt thủ
